Prompt ID,Prompt Type,Prompt Variation,Iteration,Olmo2-13B-zeroshot,Olmo2-13B-oneshot
6,RESP,2,1,Score: 4,Score: 4.0
6,RESP,2,2,Score: 4,Score: 3.5
6,RESP,2,3,Score: 4,Score: 4.0
6,RESP,2,4,Score: 4,Score: 3.0
6,RESP,2,5,Score: 4,Score: 4.0
7,NARR,1,1,Score: 23,Score: 3.0
7,NARR,1,2,Score: 3,Score: 3.5
7,NARR,1,3,Score: 2,Score: 3.5
7,NARR,1,4,Score: 2,Score: 3.5
7,NARR,1,5,Score: 3,Score: 3.5
7,NARR,2,1,Score: 3,Score: 3.5
7,NARR,2,2,Score: 1,Score: 1.25
7,NARR,2,3,Score: 29,Score: 3.0
7,NARR,2,4,Score: 28,Score: 3.5
7,NARR,2,5,Score: 3,Score: 4.25
8,NARR,1,1,Score: 5,
8,NARR,1,2,Score: 6,
8,NARR,1,3,Score: 5,
8,NARR,1,4,Score: 6,
8,NARR,1,5,Score: 5,
8,NARR,2,6,Score: 5,
8,NARR,2,7,Score: 5,
8,NARR,2,8,Score: 5,
8,NARR,2,9,Score: 5,
8,NARR,2,10,Score: 5,
9,LETT,1,0,Score: 35,Score: 29
9,LETT,1,1,Score: 32,Score: 34
9,LETT,1,2,Score: 30,Score: 35
9,LETT,1,3,Score: 40,Score: 31
9,LETT,2,0,Score: 36,Score: 30
9,LETT,2,1,Score: 35,Score: 30
9,LETT,2,2,Score: 36,Score: 35
9,LETT,2,3,Score: 35,Score: 30
9,LETT,3,0,Score: 36,Score: 30
9,LETT,3,1,Score: 36,Score: 30
9,LETT,3,2,Score: 35,Score: 30
9,LETT,3,3,Score: 35,Score: 29
10,SUGG,1,1,Score: 38,Score: 40
10,SUGG,1,2,Score: 35,Score: 38
10,SUGG,1,3,Score: 34,Score: 35
10,SUGG,1,4,Score: 37,Score: 35
10,SUGG,2,1,Score: 35,Score: 38
10,SUGG,2,2,Score: 35,Score: 35
10,SUGG,2,3,Score: 40,Score: 34
10,SUGG,2,4,Score: 36,Score: 38
10,SUGG,3,1,Score: 39,Score: 37
10,SUGG,3,2,Score: 35,Score: 34
10,SUGG,3,3,Score: 35,Score: 35
10,SUGG,3,4,Score: 40,Score: 35
11,COMM,1,1,Score: 35,Score: 35
11,COMM,1,2,Score: 35,Score: 35
11,COMM,1,3,Score: 35,Score: 28
11,COMM,1,4,Score: 35,Score: 34
11,COMM,2,1,Score: 30,Score: 30
11,COMM,2,2,Score: 35,Score: 28
11,COMM,2,3,Score: 35,Score: 35
11,COMM,2,4,Score: 34,Score: 27
11,COMM,3,1,Score: 35,Score: 35
11,COMM,3,2,Score: 35,Score: 15
11,COMM,3,3,Score: 34,Score: 27
11,COMM,3,4,Score: 30,Score: 35
12,LETT,1,1,Score: 35,Score: 35
12,LETT,1,2,Score: 30,Score: 35
12,LETT,1,3,Score: 30,Score: 35
12,LETT,1,4,Score: 30,Score: 38
12,LETT,2,1,Score: 25,Score: 30
12,LETT,2,2,Score: 30,Score: 28
12,LETT,2,3,Score: 30,Score: 34
12,LETT,2,4,Score: 30,Score: 30
12,LETT,3,1,Score: 35,Score: 35
12,LETT,3,2,Score: 28,Score: 30
12,LETT,3,3,Score: 30,Score: 30
12,LETT,3,4,Score: 28,Score: 28
13,COMM,1,1,Score: 36,Score: 35
13,COMM,1,2,Score: 38,Score: 35
13,COMM,1,3,Score: 36,Score: 34
13,COMM,1,4,Score: 34,Score: 34
13,COMM,1,5,Score: 38,Score: 35
13,COMM,1,6,Score: 35,Score: 34
13,COMM,1,7,Score: 38,Score: 35
13,COMM,1,8,Score: 35,Score: 35
13,COMM,1,9,Score: 37,Score: 37
13,COMM,1,10,Score: 35,Score: 35
13,COMM,1,1,Score: 32,Score: 35
13,COMM,1,2,Score: 35,Score: 35
13,COMM,1,3,Score: 36,Score: 35
13,COMM,1,4,Score: 35,Score: 35
13,COMM,1,5,Score: 38,Score: 35
13,COMM,1,6,Score: 34,Score: 38
13,COMM,1,7,Score: 35,Score: 35
13,COMM,1,8,Score: 36,Score: 35
13,COMM,1,9,Score: 35,Score: 35
13,COMM,1,10,Score: 30,Score: 35
13,COMM,1,1,Score: 35,Score: 35
13,COMM,1,2,Score: 35,Score: 35
13,COMM,1,3,Score: 35,Score: 36
13,COMM,1,4,Score: 35,Score: 35
13,COMM,1,5,Score: 32,Score: 34
13,COMM,1,6,Score: 36,Score: 35
13,COMM,1,7,Score: 35,Score: 35
13,COMM,1,8,Score: 35,Score: 35
13,COMM,1,9,Score: 35,Score: 35
13,COMM,1,10,Score: 32,Score: 35
13,COMM,1,1,Score: 38,Score: 37
13,COMM,1,2,Score: 35,Score: 35
13,COMM,1,3,Score: 38,Score: 35
13,COMM,1,4,Score: 38,Score: 35
13,COMM,1,5,Score: 38,Score: 35
13,COMM,1,6,Score: 39,Score: 35
13,COMM,1,7,Score: 35,Score: 35
13,COMM,1,8,Score: 35,Score: 35
13,COMM,1,9,Score: 38,Score: 35
13,COMM,1,10,Score: 38,Score: 37
13,COMM,1,1,Score: 35,Score: 36
13,COMM,1,2,Score: 30,Score: 35
13,COMM,1,3,Score: 36,Score: 35
13,COMM,1,4,Score: 34,Score: 35
13,COMM,1,5,Score: 35,Score: 38
13,COMM,1,6,Score: 35,Score: 38
13,COMM,1,7,Score: 38,Score: 36
13,COMM,1,8,Score: 35,Score: 35
13,COMM,1,9,Score: 35,Score: 35
13,COMM,1,10,Score: 35,Score: 35
14,COMM,1,1,Score: 38,Score: 38
14,COMM,1,2,Score: 35,Score: 37
14,COMM,1,3,Score: 38,Score: 37
14,COMM,1,4,Score: 38,Score: 35
14,COMM,1,5,Score: 38,Score: 38
14,COMM,1,6,Score: 36,Score: 35
14,COMM,1,7,Score: 35,Score: 35
14,COMM,1,8,Score: 38,Score: 38
14,COMM,1,9,Score: 38,Score: 35
14,COMM,1,10,Score: 35,Score: 35
14,COMM,1,1,Score: 40,Score: 37
14,COMM,1,2,Score: 38,Score: 35
14,COMM,1,3,Score: 38,Score: 37
14,COMM,1,4,Score: 38,Score: 38
14,COMM,1,5,Score: 38,Score: 38
14,COMM,1,6,Score: 38,Score: 35
14,COMM,1,7,Score: 38,Score: 38
14,COMM,1,8,Score: 38,Score: 40
14,COMM,1,9,Score: 38,Score: 38
14,COMM,1,10,Score: 39,Score: 40
14,COMM,1,1,Score: 38,Score: 37
14,COMM,1,2,Score: 38,Score: 35
14,COMM,1,3,Score: 35,Score: 34
14,COMM,1,4,Score: 38,Score: 35
14,COMM,1,5,Score: 38,Score: 36
14,COMM,1,6,Score: 38,Score: 38
14,COMM,1,7,Score: 38,Score: 36
14,COMM,1,8,Score: 37,Score: 38
14,COMM,1,9,Score: 38,Score: 38
14,COMM,1,10,Score: 35,Score: 37
14,COMM,1,1,Score: 36,Score: 34
14,COMM,1,2,Score: 38,Score: 38
14,COMM,1,3,Score: 38,Score: 35
14,COMM,1,4,Score: 40,Score: 38
14,COMM,1,5,Score: 38,Score: 37
14,COMM,1,6,Score: 38,Score: 36
14,COMM,1,7,Score: 38,Score: 34
14,COMM,1,8,Score: 38,Score: 38
14,COMM,1,9,Score: 38,Score: 35
14,COMM,1,10,Score: 38,Score: 35
14,COMM,1,1,Score: 35,Score: 34
14,COMM,1,2,Score: 35,Score: 35
14,COMM,1,3,Score: 38,Score: 34
14,COMM,1,4,Score: 40,Score: 38
14,COMM,1,5,Score: 38,Score: 35
14,COMM,1,6,Score: 38,Score: 35
14,COMM,1,7,Score: 38,Score: 35
14,COMM,1,8,Score: 38,Score: 35
14,COMM,1,9,Score: 38,Score: 33
14,COMM,1,10,Score: 38,Score: 35
15,LETT,1,1,Score: 35,Score: 35
15,LETT,1,2,Score: 35,Score: 35
15,LETT,1,3,Score: 37,Score: 30
15,LETT,1,4,Score: 35,Score: 34
15,LETT,2,1,Score: 35,Score: 32
15,LETT,2,2,Score: 35,Score: 27
15,LETT,2,3,Score: 32,Score: 30
15,LETT,2,4,Score: 34,Score: 30
15,LETT,3,1,Score: 35,Score: 35
15,LETT,3,2,Score: 36,Score: 35
15,LETT,3,3,Score: 30,Score: 30
15,LETT,3,4,Score: 35,Score: 33
16,COMM,1,1,Score: 38,Score: 38
16,COMM,1,2,Score: 38,Score: 37
16,COMM,1,3,Score: 35,Score: 38
16,COMM,1,4,Score: 38,Score: 38
16,COMM,2,1,Score: 40,Score: 37
16,COMM,2,2,Score: 38,Score: 35
16,COMM,2,3,Score: 30,Score: 35
16,COMM,2,4,Score: 35,Score: 40
16,COMM,3,1,Score: 38,Score: 37
16,COMM,3,2,Score: 30,Score: 30
16,COMM,3,3,Score: 35,Score: 35
16,COMM,3,4,Score: 38,Score: 36
17,ARG,1,1,Score: 37,Score: 35
17,ARG,1,2,Score: 35,Score: 39
17,ARG,1,3,Score: 38,Score: 36
17,ARG,1,4,Score: 35,Score: 35
17,ARG,2,1,Score: 38,Score: 34
17,ARG,2,2,Score: 37,Score: 38
17,ARG,2,3,Score: 35,Score: 35
17,ARG,2,4,Score: 38,Score: 36
17,ARG,3,1,Score: 36,Score: 38
17,ARG,3,2,Score: 37,Score: 33
17,ARG,3,3,Score: 38,Score: 36
17,ARG,3,4,Score: 39,Score: 35
18,NARR,1,1,Score: 35,Score: 31
18,NARR,1,2,Score: 35,Score: 35
18,NARR,1,3,Score: 30,Score: 38
18,NARR,1,4,Score: 35,Score: 38
18,NARR,2,1,Score: 30,Score: 28
18,NARR,2,2,Score: 34,Score: 32
18,NARR,2,3,Score: 35,Score: 30
18,NARR,2,4,Score: 28,Score: 30
18,NARR,3,1,Score: 30,Score: 35
18,NARR,3,2,Score: 35,Score: 35
18,NARR,3,3,Score: 37,Score: 36
18,NARR,3,4,Score: 32,Score: 32
19,COMM,1,1,Score: 35,Score: 29
19,COMM,1,2,Score: 38,Score: 36
19,COMM,1,3,Score: 36,Score: 30
19,COMM,1,4,Score: 35,Score: 35
19,COMM,1,5,Score: 30,Score: 30
19,COMM,1,6,Score: 39,Score: 35
19,COMM,1,7,Score: 35,Score: 30
19,COMM,1,8,Score: 35,Score: 38
19,COMM,1,9,Score: 38,Score: 30
19,COMM,1,10,Score: 38,Score: 35
19,COMM,2,1,Score: 35,Score: 36
19,COMM,2,2,Score: 35,Score: 37
19,COMM,2,3,Score: 40,Score: 30
19,COMM,2,4,Score: 30,Score: 35
19,COMM,2,5,Score: 36,Score: 30
19,COMM,2,6,Score: 35,Score: 35
19,COMM,2,7,Score: 38,Score: 25
19,COMM,2,8,Score: 35,Score: 35
19,COMM,2,9,Score: 38,Score: 31
19,COMM,2,10,Score: 36,Score: 37
19,COMM,3,1,Score: 35,Score: 34
19,COMM,3,2,Score: 38,Score: 36
19,COMM,3,3,Score: 30,Score: 29
19,COMM,3,4,Score: 38,Score: 38
19,COMM,3,5,Score: 39,Score: 32
19,COMM,3,6,Score: 35,Score: 30
19,COMM,3,7,Score: 40,Score: 34
19,COMM,3,8,Score: 38,Score: 35
19,COMM,3,9,Score: 39,Score: 33
19,COMM,3,10,Score: 35,Score: 32
19,COMM,4,1,Score: 36,Score: 30
19,COMM,4,2,Score: 39,Score: 38
19,COMM,4,3,Score: 38,Score: 34
19,COMM,4,4,Score: 38,Score: 38
19,COMM,4,5,Score: 38,Score: 35
19,COMM,4,6,Score: 39,Score: 38
19,COMM,4,7,Score: 36,Score: 30
19,COMM,4,8,Score: 40,Score: 38
19,COMM,4,9,Score: 38,Score: 30
19,COMM,4,10,Score: 35,Score: 35
19,COMM,5,1,Score: 30,Score: 15
19,COMM,5,2,Score: 35,Score: 35
19,COMM,5,3,Score: 35,Score: 28
19,COMM,5,4,Score: 35,Score: 36
19,COMM,5,5,Score: 30,Score: 27
19,COMM,5,6,Score: 35,Score: 35
19,COMM,5,7,Score: 36,Score: 22
19,COMM,5,8,Score: 35,Score: 36
19,COMM,5,9,Score: 35,Score: 23
19,COMM,5,10,Score: 35,Score: 30
20,LETT,1,1,Score: 35,Score: 30
20,LETT,1,2,Score: 35,Score: 30
20,LETT,1,3,Score: 30,Score: 30
20,LETT,1,4,Score: 30,Score: 32
20,LETT,1,5,Score: 35,Score: 30
20,LETT,1,6,Score: 30,Score: 30
20,LETT,1,7,Score: 35,Score: 30
20,LETT,1,8,Score: 30,Score: 30
20,LETT,1,9,Score: 35,Score: 30
20,LETT,1,10,Score: 30,Score: 30
20,LETT,1,1,Score: 30,Score: 32
20,LETT,1,2,Score: 35,Score: 26
20,LETT,1,3,Score: 30,Score: 29
20,LETT,1,4,Score: 35,Score: 30
20,LETT,1,5,Score: 35,Score: 30
20,LETT,1,6,Score: 35,Score: 29
20,LETT,1,7,Score: 35,Score: 27
20,LETT,1,8,Score: 30,Score: 23
20,LETT,1,9,Score: 30,Score: 29
20,LETT,1,10,Score: 35,Score: 25
20,LETT,1,1,Score: 32,Score: 29
20,LETT,1,2,Score: 36,Score: 33
20,LETT,1,3,Score: 30,Score: 32
20,LETT,1,4,Score: 30,Score: 32
20,LETT,1,5,Score: 30,Score: 25
20,LETT,1,6,Score: 35,Score: 32
20,LETT,1,7,Score: 30,Score: 30
20,LETT,1,8,Score: 30,Score: 31
20,LETT,1,9,Score: 35,Score: 30
20,LETT,1,10,Score: 29,Score: 30
20,LETT,1,1,Score: 34,Score: 30
20,LETT,1,2,Score: 35,Score: 32
20,LETT,1,3,Score: 35,Score: 30
20,LETT,1,4,Score: 30,Score: 30
20,LETT,1,5,Score: 30,Score: 30
20,LETT,1,6,Score: 38,Score: 32
20,LETT,1,7,Score: 30,Score: 26
20,LETT,1,8,Score: 30,Score: 30
20,LETT,1,9,Score: 35,Score: 30
20,LETT,1,10,Score: 35,Score: 30
20,LETT,1,1,Score: 36,Score: 33
20,LETT,1,2,Score: 36,Score: 30
20,LETT,1,3,Score: 30,Score: 34
20,LETT,1,4,Score: 38,Score: 32
20,LETT,1,5,Score: 35,Score: 30
20,LETT,1,6,Score: 35,Score: 30
20,LETT,1,7,Score: 30,Score: 32
20,LETT,1,8,Score: 35,Score: 32
20,LETT,1,9,Score: 35,Score: 29
20,LETT,1,10,Score: 35,Score: 32
21,LETT,1,1,Score: 40,Score: 35
21,LETT,1,2,Score: 35,Score: 34
21,LETT,1,3,Score: 35,Score: 35
21,LETT,1,4,Score: 38,Score: 33
21,LETT,2,1,Score: 36,Score: 35
21,LETT,2,2,Score: 38,Score: 35
21,LETT,2,3,Score: 37,Score: 34
21,LETT,2,4,Score: 36,Score: 35
21,LETT,3,1,Score: 36,Score: 35
21,LETT,3,2,Score: 38,Score: 34
21,LETT,3,3,Score: 35,Score: 35
21,LETT,3,4,Score: 35,Score: 38
22,SUGG,1,1,Score: 37,Score: 30
22,SUGG,1,2,Score: 38,Score: 30
22,SUGG,1,3,Score: 35,Score: 38
22,SUGG,1,4,Score: 35,Score: 36
22,SUGG,2,1,Score: 35,Score: 30
22,SUGG,2,2,Score: 38,Score: 35
22,SUGG,2,3,Score: 40,Score: 30
22,SUGG,2,4,Score: 35,Score: 34
22,SUGG,3,1,Score: 35,Score: 38
22,SUGG,3,2,Score: 30,Score: 34
22,SUGG,3,3,Score: 37,Score: 30
22,SUGG,3,4,Score: 36,Score: 30
23,COMM,1,1,Score: 38,Score: 35
23,COMM,1,2,Score: 38,Score: 40
23,COMM,1,3,Score: 38,Score: 35
23,COMM,1,4,Score: 38,Score: 35
23,COMM,2,1,Score: 35,Score: 35
23,COMM,2,2,Score: 38,Score: 35
23,COMM,2,3,Score: 35,Score: 36
23,COMM,2,4,Score: 38,Score: 38
23,COMM,3,1,Score: 38,Score: 35
23,COMM,3,2,Score: 39,Score: 35
23,COMM,3,3,Score: 38,Score: 35
23,COMM,3,4,Score: 38,Score: 35
24,NARR,1,1,Score: 35,Score: 35
24,NARR,1,2,Score: 37,Score: 35
24,NARR,1,3,Score: 35,Score: 32
24,NARR,1,4,Score: 35,Score: 34
24,NARR,2,1,Score: 35,Score: 35
24,NARR,2,2,Score: 35,Score: 36
24,NARR,2,3,Score: 35,Score: 37
24,NARR,2,4,Score: 35,Score: 35
24,NARR,3,1,Score: 38,Score: 35
24,NARR,3,2,Score: 35,Score: 35
24,NARR,3,3,Score: 32,Score: 35
24,NARR,3,4,Score: 35,Score: 36
25,LETT,1,1,Score: 29,Score: 35
25,LETT,1,2,Score: 30,Score: 35
25,LETT,1,3,Score: 35,Score: 30
25,LETT,1,4,Score: 28,Score: 34
25,LETT,1,5,Score: 20,Score: 27
25,LETT,1,6,Score: 30,Score: 30
25,LETT,1,7,Score: 35,Score: 33
25,LETT,1,8,Score: 30,Score: 30
25,LETT,1,9,Score: 25,Score: 33
25,LETT,1,10,Score: 36,Score: 35
25,LETT,1,1,Score: 35,Score: 35
25,LETT,1,2,Score: 30,Score: 30
25,LETT,1,3,Score: 35,Score: 34
25,LETT,1,4,Score: 35,Score: 35
25,LETT,1,5,Score: 35,Score: 36
25,LETT,1,6,Score: 35,Score: 37
25,LETT,1,7,Score: 35,Score: 35
25,LETT,1,8,Score: 35,Score: 35
25,LETT,1,9,Score: 35,Score: 35
25,LETT,1,10,Score: 35,Score: 34
25,LETT,1,1,Score: 30,Score: 35
25,LETT,1,2,Score: 34,Score: 34
25,LETT,1,3,Score: 35,Score: 30
25,LETT,1,4,Score: 35,Score: 34
25,LETT,1,5,Score: 35,Score: 36
25,LETT,1,6,Score: 36,Score: 35
25,LETT,1,7,Score: 36,Score: 34
25,LETT,1,8,Score: 36,Score: 35
25,LETT,1,9,Score: 38,Score: 35
25,LETT,1,10,Score: 36,Score: 35
25,LETT,1,1,Score: 38,Score: 38
25,LETT,1,2,Score: 35,Score: 35
25,LETT,1,3,Score: 35,Score: 34
25,LETT,1,4,Score: 36,Score: 35
25,LETT,1,5,Score: 35,Score: 30
25,LETT,1,6,Score: 38,Score: 35
25,LETT,1,7,Score: 35,Score: 38
25,LETT,1,8,Score: 38,Score: 35
25,LETT,1,9,Score: 35,Score: 35
25,LETT,1,10,Score: 34,Score: 35
25,LETT,1,1,Score: 34,Score: 34
25,LETT,1,2,Score: 35,Score: 34
25,LETT,1,3,Score: 35,Score: 34
25,LETT,1,4,Score: 32,Score: 34
25,LETT,1,5,Score: 27,Score: 32
25,LETT,1,6,Score: 35,Score: 30
25,LETT,1,7,Score: 36,Score: 33
25,LETT,1,8,Score: 30,Score: 30
25,LETT,1,9,Score: 35,Score: 30
25,LETT,1,10,Score: 30,Score: 35
26,COMM,1,1,Score: 35,Score: 35
26,COMM,1,2,Score: 29,Score: 30
26,COMM,1,3,Score: 3,Score: 15
26,COMM,1,4,Score: 3,Score: 30
26,COMM,1,5,Score: 30,Score: 30
26,COMM,1,6,Score: 35,Score: 35
26,COMM,1,7,Score: 35,Score: 30
26,COMM,1,8,Score: 10,Score: 10
26,COMM,1,9,Score: 35,Score: 30
26,COMM,1,10,Score: 35,Score: 30
26,COMM,1,1,Score: 10,Score: 28
26,COMM,1,2,Score: 2,Score: 20
26,COMM,1,3,Score: 3,Score: 25
26,COMM,1,4,Score: 15,Score: 35
26,COMM,1,5,Score: 5,Score: 30
26,COMM,1,6,Score: 6,Score: 30
26,COMM,1,7,Score: 2,Score: 30
26,COMM,1,8,Score: 30,Score: 30
26,COMM,1,9,Score: 2,Score: 27
26,COMM,1,10,Score: 3,Score: 18
26,COMM,1,1,Score: 2,Score: 17
26,COMM,1,2,Score: 2,Score: 28
26,COMM,1,3,Score: 4,Score: 28
26,COMM,1,4,Score: 5,Score: 25
26,COMM,1,5,Score: 3,Score: 25
26,COMM,1,6,Score: 2,Score: 29
26,COMM,1,7,Score: 1,Score: 30
26,COMM,1,8,Score: 30,Score: 30
26,COMM,1,9,Score: 2,Score: 30
26,COMM,1,10,Score: 10,Score: 30
26,COMM,1,1,Score: 30,Score: 30
26,COMM,1,2,Score: 35,Score: 30
26,COMM,1,3,Score: 30,Score: 30
26,COMM,1,4,Score: 3,Score: 20
26,COMM,1,5,Score: 2,Score: 30
26,COMM,1,6,Score: 2,Score: 25
26,COMM,1,7,Score: 5,Score: 15
26,COMM,1,8,Score: 2,Score: 30
26,COMM,1,9,Score: 2,Score: 30
26,COMM,1,10,Score: 3,Score: 30
26,COMM,1,1,Score: 10,Score: 20
26,COMM,1,2,Score: 34,Score: 35
26,COMM,1,3,Score: 10,Score: 27
26,COMM,1,4,Score: 30,Score: 30
26,COMM,1,5,Score: 30,Score: 35
26,COMM,1,6,Score: 30,Score: 33
26,COMM,1,7,Score: 34,Score: 34
26,COMM,1,8,Score: 27,Score: 30
26,COMM,1,9,Score: 10,Score: 30
26,COMM,1,10,Score: 2,Score: 25
27,LETT,1,1,Score: 35,Score: 28
27,LETT,1,2,Score: 35,Score: 30
27,LETT,1,3,Score: 38,Score: 30
27,LETT,1,4,Score: 30,Score: 30
27,LETT,2,1,Score: 35,Score: 30
27,LETT,2,2,Score: 34,Score: 30
27,LETT,2,3,Score: 35,Score: 30
27,LETT,2,4,Score: 35,Score: 28
27,LETT,3,1,Score: 35,Score: 28
27,LETT,3,2,Score: 35,Score: 28
27,LETT,3,3,Score: 35,Score: 28
27,LETT,3,4,Score: 38,Score: 30
28,ARG,1,1,Score: 35,Score: 35
28,ARG,1,2,Score: 34,Score: 35
28,ARG,1,3,Score: 30,Score: 35
28,ARG,1,4,Score: 35,Score: 35
28,ARG,2,1,Score: 35,Score: 35
28,ARG,2,2,Score: 35,Score: 35
28,ARG,2,3,Score: 35,Score: 30
28,ARG,2,4,Score: 35,Score: 34
28,ARG,3,1,Score: 35,Score: 30
28,ARG,3,2,Score: 37,Score: 36
28,ARG,3,3,Score: 35,Score: 34
28,ARG,3,4,Score: 38,Score: 35
29,NARR,1,1,Score: 35,Score: 26
29,NARR,1,2,Score: 38,Score: 30
29,NARR,1,3,Score: 32,Score: 28
29,NARR,1,4,Score: 30,Score: 25
29,NARR,2,1,Score: 37,Score: 30
29,NARR,2,2,Score: 35,Score: 28
29,NARR,2,3,Score: 34,Score: 36
29,NARR,2,4,Score: 30,Score: 30
29,NARR,3,1,Score: 30,Score: 30
29,NARR,3,2,Score: 35,Score: 31
29,NARR,3,3,Score: 34,Score: 30
29,NARR,3,4,Score: 30,Score: 25
30,ARG,1,1,Score: 38,Score: 35
30,ARG,1,2,Score: 38,Score: 30
30,ARG,1,3,Score: 35,Score: 30
30,ARG,1,4,Score: 38,Score: 34
30,ARG,2,1,Score: 35,Score: 30
30,ARG,2,2,Score: 36,Score: 35
30,ARG,2,3,Score: 38,Score: 35
30,ARG,2,4,Score: 36,Score: 35
30,ARG,3,1,Score: 35,Score: 30
30,ARG,3,2,Score: 38,Score: 35
30,ARG,3,3,Score: 38,Score: 35
30,ARG,3,4,Score: 38,Score: 30
31,SUGG,1,1,Score: 35,Score: 35
31,SUGG,1,2,Score: 36,Score: 32
31,SUGG,1,3,Score: 36,Score: 35
31,SUGG,1,4,Score: 38,Score: 34
31,SUGG,1,5,Score: 35,Score: 35
31,SUGG,1,6,Score: 30,Score: 34
31,SUGG,1,7,Score: 35,Score: 30
31,SUGG,1,8,Score: 35,Score: 34
31,SUGG,1,9,Score: 38,Score: 34
31,SUGG,1,10,Score: 35,Score: 33
31,SUGG,1,1,Score: 35,Score: 34
31,SUGG,1,2,Score: 35,Score: 33
31,SUGG,1,3,Score: 38,Score: 35
31,SUGG,1,4,Score: 35,Score: 34
31,SUGG,1,5,Score: 36,Score: 35
31,SUGG,1,6,Score: 39,Score: 34
31,SUGG,1,7,Score: 35,Score: 35
31,SUGG,1,8,Score: 38,Score: 35
31,SUGG,1,9,Score: 35,Score: 34
31,SUGG,1,10,Score: 35,Score: 32
31,SUGG,1,1,Score: 35,Score: 35
31,SUGG,1,2,Score: 35,Score: 35
31,SUGG,1,3,Score: 38,Score: 35
31,SUGG,1,4,Score: 40,Score: 34
31,SUGG,1,5,Score: 39,Score: 35
31,SUGG,1,6,Score: 40,Score: 35
31,SUGG,1,7,Score: 35,Score: 35
31,SUGG,1,8,Score: 39,Score: 35
31,SUGG,1,9,Score: 38,Score: 34
31,SUGG,1,10,Score: 38,Score: 34
31,SUGG,1,1,Score: 38,Score: 35
31,SUGG,1,2,Score: 40,Score: 35
31,SUGG,1,3,Score: 35,Score: 33
31,SUGG,1,4,Score: 40,Score: 35
31,SUGG,1,5,Score: 38,Score: 35
31,SUGG,1,6,Score: 35,Score: 30
31,SUGG,1,7,Score: 34,Score: 30
31,SUGG,1,8,Score: 40,Score: 35
31,SUGG,1,9,Score: 40,Score: 35
31,SUGG,1,10,Score: 35,Score: 35
31,SUGG,1,1,Score: 35,Score: 30
31,SUGG,1,2,Score: 35,Score: 35
31,SUGG,1,3,Score: 30,Score: 33
31,SUGG,1,4,Score: 35,Score: 32
31,SUGG,1,5,Score: 35,Score: 35
31,SUGG,1,6,Score: 38,Score: 34
31,SUGG,1,7,Score: 35,Score: 30
31,SUGG,1,8,Score: 36,Score: 32
31,SUGG,1,9,Score: 35,Score: 35
31,SUGG,1,10,Score: 34,Score: 30
32,COMM,1,1,Score: 37,Score: 35
32,COMM,1,2,Score: 38,Score: 35
32,COMM,1,3,Score: 38,Score: 35
32,COMM,1,4,Score: 38,Score: 36
